,id,Nome abreviado,Designação,Descrição do Indicador,Área | Subárea | Dimensão,Intervalo Esperado,Intervalo Aceitável,Área clínica,Anos Disponíveis,Intervalo Aceitável 2023,Mínimo Aceitável 2023,Máximo Aceitável 2023,Intervalo Aceitável 2024,Mínimo Aceitável 2024,Máximo Aceitável 2024,Intervalo Esperado 2023,Mínimo Esperado 2023,Máximo Esperado 2023,Intervalo Esperado 2024,Mínimo Esperado 2024,Máximo Esperado 2024,ide,idg,search_indexes,link_sdm,bicsp
38,133,"Percent. mulher. vig. PF [25;50[A, c/ colpo. (3A)","Percentagem de mulheres entre os 25 e 49 anos, vigiadas na UF, com colpocitologia atualizada","Indicador que exprime a proporção entre as mulheres que realizaram colpocitologia nos últimos três anos e as mulheres com idades vigiadas em PF com idade compreendida no intervalo [25, 50[ anos.
Numerador: Contagem de mulheres que realizaram colpocitologia nos últimos três anos.
Denominador: Contagem de mulheres vigiada em PF e idade no intervalo [25, 50[ anos.",---,---,---,Planeamento Familiar,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"133 percent. mulher. vig. pf [25;50[a, c/ colpo. (3a) percentagem de mulheres entre os 25 e 49 anos, vigiadas na uf, com colpocitologia atualizada planeamento familiar ---",https://sdm.min-saude.pt/BI.aspx?id=133,False
39,134,"Percent. utentes [50; 75[A, c/ colonosc. ou PSOF","Percentagem inscritos com idade entre [50; 75[ anos, com PSOF ou colonoscopia atualizada","Indicador que exprime a proporção de utentes inscritos com idade compreendida no intervalo [50; 75[ anos, com rastreio do cancro do cólon e reto efetuado.
Numerador: Contagem de utentes inscritos com PSOF (2 anos) ou colonoscopia (5 anos).
Denominador: Contagem de utentes inscritos com idade compreendida no intervalo [50; 75[ anos.",---,---,---,Rastreio Oncológico,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"134 percent. utentes [50; 75[a, c/ colonosc. ou psof percentagem inscritos com idade entre [50; 75[ anos, com psof ou colonoscopia atualizada rastreio oncologico ---",https://sdm.min-saude.pt/BI.aspx?id=134,False
40,135,"Percent. DM c/ 3+ HbA1c 1 ano, 1+ por semestre","Percentagem de utentes com diabetes com 3 ou mais HbA1c registadas nos últimos 12 meses,desde que abranjam 2 semestres","Indicador que exprime a proporção de utentes com diabetes, com pelo menos 3 HbA1c no último ano, desde que abranjam os 2 semestres.
Numerador: Contagem de utentes inscritos com diabetes com pelo menos 3 HbA1c no último ano, desde que abranjam os 2 semestres.
Denominador: Contagem de utentes inscritos com diabetes vigiados na UF.",---,---,---,Diabetes Mellitus,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"135 percent. dm c/ 3+ hba1c 1 ano, 1+ por semestre percentagem de utentes com diabetes com 3 ou mais hba1c registadas nos ultimos 12 meses,desde que abranjam 2 semestres diabetes mellitus ---",https://sdm.min-saude.pt/BI.aspx?id=135,False
41,136,Percent. DM c/ 1 HbA1c por semestre,"Percentagem de utentes com diabetes (vigiados), com 2 ou mais HbA1c registadas nos últimos 12 meses, desde que abranjam 2 semestres","Indicador que exprime a proporção de utentes com diabetes, com pelo menos 2 HbA1c no último ano, desde que abranjam os 2 semestres.
Numerador: Contagem de utentes inscritos com diabetes com pelo menos 2 HbA1c no último ano, desde que abranjam os 2 semestres.
Denominador: Contagem de utentes inscritos com diabetes vigiados em programa.",---,---,---,Diabetes Mellitus,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"136 percent. dm c/ 1 hba1c por semestre percentagem de utentes com diabetes (vigiados), com 2 ou mais hba1c registadas nos ultimos 12 meses, desde que abranjam 2 semestres diabetes mellitus ---",https://sdm.min-saude.pt/BI.aspx?id=136,False
42,137,Percent. DM com exame pés último ano,Percentagem de utentes com diabetes com pelo menos um exame dos pés registado no ano,"Indicador que exprime a proporção de utentes com diabetes, com exame dos pés realizado no último ano.
Numerador: Contagem de utentes inscritos com diabetes com exame dos pés realizado no último ano.
Denominador: Contagem de utentes inscritos com diabetes vigiados em programa.",---,---,---,Diabetes Mellitus,"2023, 2024",---,,,---,,,---,,,---,,,False,False,137 percent. dm com exame pes ultimo ano percentagem de utentes com diabetes com pelo menos um exame dos pes registado no ano diabetes mellitus ---,https://sdm.min-saude.pt/BI.aspx?id=137,False
43,138,Percent. de crianças com PNV atualizado - 2 anos,Percentagem de crianças com PNV atualizado aos 2 anos,"Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 2º aniversário, entre as que completam 2 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 2º aniversário.
Denominador: Contagem de crianças que completam 2 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,138 percent. de criancas com pnv atualizado - 2 anos percentagem de criancas com pnv atualizado aos 2 anos saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=138,False
44,139,Percent. primeiras consultas até 28 dias,Percentagem de primeiras consultas na vida efetuadas até aos 28 dias,"Indicador que exprime a proporção entre o número de recém-nascidos que efetuam a primeira consulta médica na vida até aos 28 dias e o total de recém-nascidos inscritos.
Numerador: Contagem de recém-nascidos com pelo menos uma consulta médica nos primeiros 28 dias de vida.
Denominador: Contagem de recém-nascidos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,139 percent. primeiras consultas ate 28 dias percentagem de primeiras consultas na vida efetuadas ate aos 28 dias saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=139,False
45,14,Proporção RN c/ cons. méd. vigil. até 28 dias vida,Proporção de recém-nascidos com pelo menos uma consulta médica de vigilância realizada até aos 28 dias de vida,"Indicador que exprime a proporção entre o número de recém-nascidos que efetuam a primeira consulta médica de vigilância na vida até aos 28 dias e o total de recém-nascidos inscritos.
Numerador: Contagem de recém-nascidos com pelo menos uma consulta médica de vigilância nos primeiros 28 dias de vida.
Denominador: Contagem de recém-nascidos.",Desempenho | Gestão da Saúde | Saúde Infantil e Juvenil,"Ano de 2023: [96.5; 100]
Ano de 2024: [96.5; 100]","Ano de 2023: [90; 100]
Ano de 2024: [90; 100]",Saúde Infantil e Juvenil,"2023, 2024",[90; 100],90.0,100.0,[90; 100],90.0,100.0,[96.5; 100],96.5,100.0,[96.5; 100],96.5,100.0,False,False,14 proporcao rn c/ cons. med. vigil. ate 28 dias vida proporcao de recem-nascidos com pelo menos uma consulta medica de vigilancia realizada ate aos 28 dias de vida saude infantil e juvenil desempenho | gestao da saude | saude infantil e juvenil,https://sdm.min-saude.pt/BI.aspx?id=14,True
46,140,Percent. RN com TSHPKU realizado até ao 7º dia,Percentagem de diagnósticos precoces (TSHPKU) realizados até ao 7.º dia de vida do recém-nascido,"Indicador que exprime a proporção de recém-nascidos com diagnóstico precoce (TSHPKU) realizado até ao sétimo dia de vida.
Numerador: Contagem de recém-nascidos com diagnóstico precoce (TSHPKU) realizado até ao sétimo dia de vida.
Denominador: Contagem de recém-nascidos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,140 percent. rn com tshpku realizado ate ao 7o dia percentagem de diagnosticos precoces (tshpku) realizados ate ao 7.o dia de vida do recem-nascido saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=140,False
47,141,Percent. DM [18;76[A c/ cons. enf. vigil. DM 12M,Percentagem de utentes com diabetes dos 18 aos 75 anos abrangidos pela consulta de enfermagem,"Indicador que exprime a proporção de utentes com diabetes e vigiados em programa, com consulta de vigilância de enfermagem.
Numerador: Contagem de utentes inscritos com consulta de vigilância de enfermagem.
Denominador: Contagem de utentes inscritos com diabetes, vigiados em programa e idade compreendida no intervalo [18; 76[ anos.",---,---,---,Diabetes Mellitus,"2023, 2024",---,,,---,,,---,,,---,,,False,False,141 percent. dm [18;76[a c/ cons. enf. vigil. dm 12m percentagem de utentes com diabetes dos 18 aos 75 anos abrangidos pela consulta de enfermagem diabetes mellitus ---,https://sdm.min-saude.pt/BI.aspx?id=141,False
48,142,Percent. de crianças com PNV atualizado - 2 anos,Percentagem de crianças com PNV atualizado aos 2 anos,"Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 2º aniversário, entre as que completam 2 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 2º aniversário.
Denominador: Contagem de crianças que completam 2 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,142 percent. de criancas com pnv atualizado - 2 anos percentagem de criancas com pnv atualizado aos 2 anos saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=142,False
49,143,Percent. de crianças com PNV atualizado - 7 anos,Percentagem de crianças com PNV atualizado aos 7 anos (registo completo),"Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 7º aniversário, entre as que completam 7 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 7º aniversário (registo completo).
Denominador: Contagem de crianças que completam 7 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,143 percent. de criancas com pnv atualizado - 7 anos percentagem de criancas com pnv atualizado aos 7 anos (registo completo) saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=143,False
50,144,Percent. de crianças com PNV atualizado - 14 anos,Percentagem de crianças com PNV atualizado aos 14 anos (registo completo),"Indicador que exprime a proporção de jovens com PNV totalmente cumprido na data do 14º aniversário, entre os que completam 14 anos.
Numerador: Contagem de jovens com PNV totalmente cumprido na data do 14º aniversário, registo completo.
Denominador: Contagem de crianças que completam 14 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,144 percent. de criancas com pnv atualizado - 14 anos percentagem de criancas com pnv atualizado aos 14 anos (registo completo) saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=144,False
51,145,Percent. crianças com PNV atualizado - 2 anos (S),Percentagem de crianças com PNV atualizado aos 2 anos (registo simplificado),"Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 2º aniversário, entre as que completam 2 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 2º aniversário.
Denominador: Contagem de crianças que completam 2 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,145 percent. criancas com pnv atualizado - 2 anos (s) percentagem de criancas com pnv atualizado aos 2 anos (registo simplificado) saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=145,False
52,146,Percent. crianças com PNV atualizado - 2 anos (S),Percentagem de crianças com PNV atualizado aos 2 anos (registo simplificado),"Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 2º aniversário, entre as que completam 2 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 2º aniversário.
Denominador: Contagem de crianças que completam 2 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,146 percent. criancas com pnv atualizado - 2 anos (s) percentagem de criancas com pnv atualizado aos 2 anos (registo simplificado) saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=146,False
53,147,Percent. crianças com PNV atualizado - 7 anos (S),Percentagem de crianças com PNV atualizado aos 7 anos (registo simplificado),"Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 7º aniversário, entre as que completam 7 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 7º aniversário (registo simplificado).
Denominador: Contagem de crianças que completam 7 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,147 percent. criancas com pnv atualizado - 7 anos (s) percentagem de criancas com pnv atualizado aos 7 anos (registo simplificado) saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=147,False
54,148,Percent. crianças com PNV atualizado - 14A (S),Percentagem de crianças com PNV atualizado aos 14 anos (registo simplificado),"Indicador que exprime a proporção de jovens com PNV totalmente cumprido na data do 14º aniversário, entre os que completam 14 anos.
Numerador: Contagem de jovens com PNV totalmente cumprido na data do 14º aniversário, registo simplificado.
Denominador: Contagem de crianças que completam 14 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,148 percent. criancas com pnv atualizado - 14a (s) percentagem de criancas com pnv atualizado aos 14 anos (registo simplificado) saude infantil e juvenil ---,https://sdm.min-saude.pt/BI.aspx?id=148,False
55,149,"Percent. hipertensos >= 25A, c/ vacina tétano",Percentagem de hipertensos com 25 ou mais anos com vacinação antitetânica atualizada,"Indicador que exprime a proporção de utentes com hipertensão arterial, com 25 ou mais anos, com vacina antitetânica atualizada.
Numerador: Contagem de utentes inscritos com hipertensão arterial, com 25 ou mais anos e com vacina antitetânica atualizada.
Denominador: Contagem de utentes inscritos com hipertensão arterial, com 25 ou mais anos.",---,---,---,Hipertensão Arterial,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"149 percent. hipertensos >= 25a, c/ vacina tetano percentagem de hipertensos com 25 ou mais anos com vacinacao antitetanica atualizada hipertensao arterial ---",https://sdm.min-saude.pt/BI.aspx?id=149,False
56,15,Proporção RN c/ domicílio enf. até 15º dia de vida,Proporção de recém-nascidos com consulta domiciliária de enfermagem realizada até ao 15º dia de vida,"Indicador que exprime proporção de recém-nascidos, que tiveram pelo menos um domicílio de enfermagem durante os primeiros 15 dias de vida.
Numerador: Contagem de recém-nascidos que tiveram pelo menos um domicílio de enfermagem durante os primeiros 15 dias de vida.
Denominador: Contagem de recém-nascidos.",Desempenho | Gestão da Saúde | Saúde Infantil e Juvenil,"Ano de 2023: [50; 100]
Ano de 2024: [50; 100]","Ano de 2023: [10; 100]
Ano de 2024: [10; 100]",Saúde Infantil e Juvenil,"2023, 2024",[10; 100],10.0,100.0,[10; 100],10.0,100.0,[50; 100],50.0,100.0,[50; 100],50.0,100.0,False,False,15 proporcao rn c/ domicilio enf. ate 15o dia de vida proporcao de recem-nascidos com consulta domiciliaria de enfermagem realizada ate ao 15o dia de vida saude infantil e juvenil desempenho | gestao da saude | saude infantil e juvenil,https://sdm.min-saude.pt/BI.aspx?id=15,True
