id,codigo,codigo_siars,nome_abreviado,designacao,objetivo,formula,unidade_de_medida,output,estado_do_indicador,area,subarea,dimensao,tipo_de_indicador,area_clinica,inclusao_de_utentes_no_indicador,prazo_para_registos,link,nome_indicador,min_aceitavel,min_esperado,max_esperado,max_aceitavel,intervalo_aceitavel,intervalo_esperado,indexing,id_sdm
382,8.13.03,2017.382.01,"Prop. adultos com DM, com diagn.","Proporção de utentes adultos com registos clínicos evidenciando a existência de Diabetes Mellitus, com registo de diagnóstico na lista de problemas","Monitorizar a frequência de potenciais falhas na codificação de problemas de saúde na lista de problemas (classificados pela ICPC-2). Ver alíneas C, D, E, F, G, H, I e J de OBSERVAÇÕES GERAIS.",AA / BB X 100,%,Proporção de Utentes,Com dados desde Dezembro de 2016,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Respiratório,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=382&CLUSTERS=S,"Prop. adultos com DM, com diagn.",97.0,98.7,100.0,100.0,[97; 100],[98.7; 100],"382 prop. adultos com dm, com diagn. proporcao de utentes adultos com registos clinicos evidenciando a existencia de diabetes mellitus, com registo de diagnostico na lista de problemas desempenho gestao da doenca diabetes mellitus processo respiratorio",[382](https://sdm.min-saude.pt/BI.aspx?id=382&CLUSTERS=S)
383,8.13.04,2017.383.01,"Prop. adultos com HTA, com diagnóstico","Proporção de utentes adultos com registos clínicos evidenciando a existência de Hipertensão Arterial, com registo de diagnóstico na lista de problemas","Monitorizar a frequência de potenciais falhas na codificação de problemas de saúde na lista de problemas (classificados pela ICPC-2). Ver alíneas C, D, E, F, G, H, I e J de OBSERVAÇÕES GERAIS.",AA / BB X 100,%,Proporção de Utentes,Com dados desde Dezembro de 2016,Desempenho,Gestão da Doença,Hipertensão Arterial,Processo,Respiratório,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=383&CLUSTERS=S,"Prop. adultos com HTA, com diagnóstico",89.0,94.0,100.0,100.0,[89; 100],[94; 100],"383 prop. adultos com hta, com diagnostico proporcao de utentes adultos com registos clinicos evidenciando a existencia de hipertensao arterial, com registo de diagnostico na lista de problemas desempenho gestao da doenca hipertensao arterial processo respiratorio",[383](https://sdm.min-saude.pt/BI.aspx?id=383&CLUSTERS=S)
384,8.14.01,2017.384.01,Propor. RN cuja mãe tem registo de gravidez,Proporção de recém-nascidos cuja mãe tem registo de gravidez,"Monitorizar a frequência de potenciais falhas no registo de ""gravidezes"" no processo clínico eletrónico. Ver alíneas I, J, K, L, M, N, O, P, Q e R de OBSERVAÇÕES GERAIS.",AA / BB X 100,%,Proporção de Recém-nascidos,Com dados desde Dezembro de 2016,Desempenho,Gestão da Saúde,Saúde da Mulher,Processo,Saúde Materna,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=384&CLUSTERS=S,Propor. RN cuja mãe tem registo de gravidez,89.0,94.0,100.0,100.0,[89; 100],[94; 100],384 propor. rn cuja mae tem registo de gravidez proporcao de recem-nascidos cuja mae tem registo de gravidez desempenho gestao da saude saude da mulher processo saude materna,[384](https://sdm.min-saude.pt/BI.aspx?id=384&CLUSTERS=S)
385,6.81.01,2017.385.01,Propor. doentes referenc. p/ hosp. devolvidos,"Proporção de doentes referenciados dos cuidados de saúde primários para hospitais, não aceites por falta de informação administrativa ou de informação clínica",Monitorizar a efetividade do processo de referenciação entre os cuidados de saúde primários e os hospitais.,AA / BB x 100,%,Proporção de referenciações,Em desenvolvimento,Desempenho,Acesso,Tempos Máximos de Resposta Garantidos,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=385&CLUSTERS=S,Propor. doentes referenc. p/ hosp. devolvidos,0.0,0.0,3.0,5.0,[0; 5],[0; 3],"385 propor. doentes referenc. p/ hosp. devolvidos proporcao de doentes referenciados dos cuidados de saude primarios para hospitais, nao aceites por falta de informacao administrativa ou de informacao clinica desempenho acesso tempos maximos de resposta garantidos processo transversal",[385](https://sdm.min-saude.pt/BI.aspx?id=385&CLUSTERS=S)
386,6.81.02,2017.386.01,Tempo médio resolução referenciações devolvidas,Tempo médio gasto pelos cuidados de saúde primários na resolução das referenciações devolvidas pelo hospital por insuficiente informação administrativa ou clínica,Monitorizar a efetividade do processo de referenciação entre os cuidados de saúde primários (CSP) e os hospitais em particular os tempos de resposta dos CSP na resolução de referenciações devolvidas pela entidade hospitalar por falta de informação clínica ou administrativa. Ver alínea F de OBSERVAÇÕES GERAIS.,AA / BB,dia/referenciação,Tempo médio,Em desenvolvimento,Desempenho,Acesso,Tempos Máximos de Resposta Garantidos,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=386&CLUSTERS=S,Tempo médio resolução referenciações devolvidas,0.0,0.0,7.0,10.0,[0; 10],[0; 7],386 tempo medio resolucao referenciacoes devolvidas tempo medio gasto pelos cuidados de saude primarios na resolucao das referenciacoes devolvidas pelo hospital por insuficiente informacao administrativa ou clinica desempenho acesso tempos maximos de resposta garantidos processo transversal,[386](https://sdm.min-saude.pt/BI.aspx?id=386&CLUSTERS=S)
387,6.82.01,2017.387.01,Proporção de utentes com melhorias funcionais,Proporção de utentes com melhorias funcionais,Avaliar os ganhos expressos nas funções equilíbrio corporal ou movimento muscular nos utentes acompanhados na UCC.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,Desempenho,Gestão da Doença,Reabilitação,Resultado,Transversal,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=387&CLUSTERS=S,Proporção de utentes com melhorias funcionais,45.0,70.0,100.0,100.0,[45; 100],[70; 100],387 proporcao de utentes com melhorias funcionais proporcao de utentes com melhorias funcionais desempenho gestao da doenca reabilitacao resultado transversal,[387](https://sdm.min-saude.pt/BI.aspx?id=387&CLUSTERS=S)
388,6.83.01,2017.388.01,Prop. utentes c/ melhoria no controlo de sintomas,Proporção de utentes com melhoria no controlo de sintomas,Avaliar os ganhos expressos no controlo de sintomas (náusea e obstipação) nos utentes acompanhados em ações paliativas na UCC.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,Desempenho,Gestão da Doença,Abordagem Paliativa,Resultado,Cuidados Paliativos,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=388&CLUSTERS=S,Prop. utentes c/ melhoria no controlo de sintomas,35.0,80.0,100.0,100.0,[35; 100],[80; 100],388 prop. utentes c/ melhoria no controlo de sintomas proporcao de utentes com melhoria no controlo de sintomas desempenho gestao da doenca abordagem paliativa resultado cuidados paliativos,[388](https://sdm.min-saude.pt/BI.aspx?id=388&CLUSTERS=S)
389,8.15.01,2017.389.01,"Score dimensão ""serviços de caráter assistencial""","Score para avaliação da dimensão ""serviços de caráter assistencial""","Possibilitar a avaliação da dimensão ""serviços de caráter assistencial"" da matriz de contratualização das unidades funcionais dos ACES, ou seja avaliar o compromisso da equipa para a prestação de atividade assistencial em serviços comuns do ACES.",2 x (1 - MM x F / (C x M)),Score,Com dados desde Dezembro de 2017,Área | Subárea | Dimensão,Serviços,Serviços Assistenciais,Serviços de Carácter Assistencial,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=389&CLUSTERS=S,,,,,,,,"389 score dimensao ""servicos de carater assistencial"" score para avaliacao da dimensao ""servicos de carater assistencial"" servicos servicos assistenciais servicos de caracter assistencial processo nao aplicavel",[389](https://sdm.min-saude.pt/BI.aspx?id=389&CLUSTERS=S)
390,8.16.01,2017.390.01,"Score dimensão ""serv. não assis. gov. clín. ACES""","Score para avaliação da dimensão ""serviços de carácter não assistencial - atividades de governação clínica do ACES""","Possibilitar a avaliação da dimensão ""Atividades de Governação Clínica no ACES"", da subárea ""Serviços de Carácter não Assistencial"", da matriz de contratualização das unidades funcionais dos ACES, ou seja avaliar o compromisso da equipa para a prestação de serviços não assistenciais relacionados com a governação clínica do ACES.",Unidade de medida,\n,Com dados desde Dezembro de 2017,Área | Subárea | Dimensão,Serviços,Serviços não Assistenciais,Governação Clínica,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=390&CLUSTERS=S,,,,,,,,"390 score dimensao ""serv. nao assis. gov. clin. aces"" score para avaliacao da dimensao ""servicos de caracter nao assistencial - atividades de governacao clinica do aces"" servicos servicos nao assistenciais governacao clinica processo nao aplicavel",[390](https://sdm.min-saude.pt/BI.aspx?id=390&CLUSTERS=S)
391,8.17.01,2017.391.01,"Score dimensão ""melhoria cont. qualid. acesso""","Score para avaliação da dimensão ""melhoria contínua da qualidade na área do acesso""","Possibilitar a avaliação da dimensão ""acesso"" da subárea ""melhoria contínua da qualidade"" da matriz de contratualização das unidades funcionais dos ACES, ou seja avaliar o grau de implementação de processos de Auditorias Internas (clinicas e/ou organizacionais).",Aplicação de checklist,Score,Com dados desde Dezembro de 2017,Área | Subárea | Dimensão,Qualidade Organizacional,Melhoria Contínua,Acesso MCQ,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=391&CLUSTERS=S,,,,,,,,"391 score dimensao ""melhoria cont. qualid. acesso"" score para avaliacao da dimensao ""melhoria continua da qualidade na area do acesso"" qualidade organizacional melhoria continua acesso mcq processo nao aplicavel",[391](https://sdm.min-saude.pt/BI.aspx?id=391&CLUSTERS=S)
392,8.18.01,2017.392.01,"IDS da dimensão ""melhoria cont. qualid. e PAI""","IDS da dimensão ""Programas de Melhoria Contínua de Qualidade e Processos Assistenciais Integrados""","Possibilitar o cálculo do IDS da dimensão ""Programas de Melhoria Contínua de Qualidade e Processos Assistenciais Integrados"" da subárea ""melhoria contínua da qualidade"" da matriz de contratualização das unidades funcionais dos ACES, ou seja avaliar o grau de implementação de processos de Auditorias Internas (clinicas e/ou organizacionais).",Aplicação de checklist,Score,Com dados desde Dezembro de 2017,Área | Subárea | Dimensão,Qualidade Organizacional,Melhoria Contínua,Prog. Melh. Contínua Qual. e Proc. Assist. Integr.,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=392&CLUSTERS=S,,,,,,,,"392 ids da dimensao ""melhoria cont. qualid. e pai"" ids da dimensao ""programas de melhoria continua de qualidade e processos assistenciais integrados"" qualidade organizacional melhoria continua prog. melh. continua qual. e proc. assist. integr. processo nao aplicavel",[392](https://sdm.min-saude.pt/BI.aspx?id=392&CLUSTERS=S)
393,8.19.01,2017.393.01,"Score dimensão ""formação equipa multiprofis.""","Score para avaliação da dimensão ""formação da equipa multiprofissional"" da subárea ""formação interna""","Possibilitar a avaliação da dimensão ""formação da equipa multiprofissional"" da subárea ""formação interna"" da matriz de contratualização das unidades funcionais dos ACES.",Aplicação de checklist,Score,Com dados desde Dezembro de 2017,Área | Subárea | Dimensão,Formação,Formação Interna,Formação da Equipa Multiprofissional,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=393&CLUSTERS=S,,,,,,,,"393 score dimensao ""formacao equipa multiprofis."" score para avaliacao da dimensao ""formacao da equipa multiprofissional"" da subarea ""formacao interna"" formacao formacao interna formacao da equipa multiprofissional processo nao aplicavel",[393](https://sdm.min-saude.pt/BI.aspx?id=393&CLUSTERS=S)
394,8.20.01,2017.394.01,"Score dimensão ""formação internos e alunos""","Score para avaliação da dimensão ""formação de internos e alunos"" da subárea ""formação interna""","Possibilitar a avaliação da dimensão ""formação de internos e alunos"" da subárea ""formação interna"" da matriz de contratualização das unidades funcionais dos ACES.",Aplicação de checklist,Score,Com dados desde Dezembro de 2017,Área | Subárea | Dimensão,Formação,Formação Interna,Formação de Internos e Alunos,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=394&CLUSTERS=S,,,,,,,,"394 score dimensao ""formacao internos e alunos"" score para avaliacao da dimensao ""formacao de internos e alunos"" da subarea ""formacao interna"" formacao formacao interna formacao de internos e alunos processo nao aplicavel",[394](https://sdm.min-saude.pt/BI.aspx?id=394&CLUSTERS=S)
395,5.25.02,2018.395.01,"Prop. uten. >= 15 anos, c/ reg. hábit. tabág. 3A","Proporção de utentes com idade igual ou superior a 15 anos, com quantificação dos hábitos tabágicos nos últimos 3 anos",Monitorizar o registo do consumo de tabaco pelos profissionais de saúde nas unidades funcionais dos cuidados de saúde primários.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=395&CLUSTERS=S,"Prop. uten. >= 15 anos, c/ reg. hábit. tabág. 3A",55.0,71.0,100.0,100.0,[55; 100],[71; 100],"395 prop. uten. >= 15 anos, c/ reg. habit. tabag. 3a proporcao de utentes com idade igual ou superior a 15 anos, com quantificacao dos habitos tabagicos nos ultimos 3 anos desempenho gestao da saude saude do adulto processo transversal",[395](https://sdm.min-saude.pt/BI.aspx?id=395&CLUSTERS=S)
396,5.25.03,2018.396.01,"Prop. ut. [10; 15[ anos, c/ reg. hábit. tabág. 3A","Proporção de utentes com idade no intervalo [10; 15[ anos, com quantificação dos hábitos tabágicos nos últimos 3 anos",Monitorizar o registo do consumo de tabaco pelos profissionais de saúde nas unidades funcionais dos cuidados de saúde primários.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,,,,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=396&CLUSTERS=S,"Prop. ut. [10; 15[ anos, c/ reg. hábit. tabág. 3A",17.5,25.0,100.0,100.0,[17.5; 100],[25; 100],"396 prop. ut. [10; 15[ anos, c/ reg. habit. tabag. 3a proporcao de utentes com idade no intervalo [10; 15[ anos, com quantificacao dos habitos tabagicos nos ultimos 3 anos nan nan nan processo transversal",[396](https://sdm.min-saude.pt/BI.aspx?id=396&CLUSTERS=S)
397,6.28.03,2018.397.01,Prop. fumador c/ int. breve ou muito breve 1 ano,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, a quem foi realizada uma intervenção de aconselhamento, tendo por base uma abordagem breve ou muito breve, no último ano",Monitorizar a frequência com que os serviços de saúde dos cuidados de saúde primários intervêm na promoção da cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=397&CLUSTERS=S,Prop. fumador c/ int. breve ou muito breve 1 ano,15.0,22.0,100.0,100.0,[15; 100],[22; 100],"397 prop. fumador c/ int. breve ou muito breve 1 ano proporcao de utentes fumadores e idade igual ou superior a 15 anos, a quem foi realizada uma intervencao de aconselhamento, tendo por base uma abordagem breve ou muito breve, no ultimo ano desempenho gestao da saude saude do adulto processo transversal",[397](https://sdm.min-saude.pt/BI.aspx?id=397&CLUSTERS=S)
398,6.28.04,2018.398.01,Prop. gráv. fumad. c/ int. breve ou mt. breve 1ºT,"Proporção de utentes grávidas fumadores e com idade igual ou superior a 15 anos, a quem foi realizada uma intervenção de aconselhamento, tendo por base uma abordagem breve ou muito breve, no 1º trimestre de gravidez",Monitorizar a frequência com que os serviços de saúde dos cuidados de saúde primários intervêm na promoção da cessação tabágica em utentes grávidas.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,Desempenho,Gestão da Saúde,Saúde da Mulher,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=398&CLUSTERS=S,Prop. gráv. fumad. c/ int. breve ou mt. breve 1oT,40.0,60.0,100.0,100.0,[40; 100],[60; 100],"398 prop. grav. fumad. c/ int. breve ou mt. breve 1ot proporcao de utentes gravidas fumadores e com idade igual ou superior a 15 anos, a quem foi realizada uma intervencao de aconselhamento, tendo por base uma abordagem breve ou muito breve, no 1o trimestre de gravidez desempenho gestao da saude saude da mulher processo transversal",[398](https://sdm.min-saude.pt/BI.aspx?id=398&CLUSTERS=S)
399,7.25.01,2018.399.01,Prop. fumad. c/ tentat. absti. após int. breve 1A,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, que após intervenção breve no último ano fizeram pelo menos uma tentativa para parar de fumar",Monitorizar a efetividade (utente deixa de fumar) e a eficiência (nº de vezes que o utente deixa de fumar por cada intervenção breve realizada) dos serviços de saúde dos cuidados de saúde primários na promoção da cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Março de 2018,,,,Ganhos em Saúde,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=399&CLUSTERS=S,Prop. fumad. c/ tentat. absti. após int. breve 1A,10.0,20.0,100.0,100.0,[10; 100],[20; 100],"399 prop. fumad. c/ tentat. absti. apos int. breve 1a proporcao de utentes fumadores e idade igual ou superior a 15 anos, que apos intervencao breve no ultimo ano fizeram pelo menos uma tentativa para parar de fumar nan nan nan ganhos em saude transversal",[399](https://sdm.min-saude.pt/BI.aspx?id=399&CLUSTERS=S)
400,7.26.02,2018.400.01,Prop. fumad. em abst. tabág. 3 meses após dia D,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, que após intervenção breve mantêm abstinência aos 3 meses após ""dia D""",Monitorizar a efetividade (utente deixa de fumar) e a eficiência (nº de vezes que o utente deixa de fumar aos 3 meses por cada intervenção breve realizada) dos serviços de saúde dos cuidados de saúde primários na promoção da cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Maio de 2018,,,,Ganhos em Saúde,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=400&CLUSTERS=S,Prop. fumad. em abst. tabág. 3 meses após dia D,6.0,12.0,100.0,100.0,[6; 100],[12; 100],"400 prop. fumad. em abst. tabag. 3 meses apos dia d proporcao de utentes fumadores e idade igual ou superior a 15 anos, que apos intervencao breve mantem abstinencia aos 3 meses apos ""dia d"" nan nan nan ganhos em saude transversal",[400](https://sdm.min-saude.pt/BI.aspx?id=400&CLUSTERS=S)
401,7.26.03,2018.401.01,Prop. fumad. em abst. tabág. 6 meses após dia D,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, que após intervenção breve mantêm abstinência aos 6 meses após ""dia D""",Monitorizar a efetividade (utente deixa de fumar) e a eficiência (nº de vezes que o utente deixa de fumar aos 6 meses por cada intervenção breve realizada) dos serviços de saúde dos cuidados de saúde primários na promoção da cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Agosto de 2018,,,,Ganhos em Saúde,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=401&CLUSTERS=S,Prop. fumad. em abst. tabág. 6 meses após dia D,5.0,10.0,100.0,100.0,[5; 100],[10; 100],"401 prop. fumad. em abst. tabag. 6 meses apos dia d proporcao de utentes fumadores e idade igual ou superior a 15 anos, que apos intervencao breve mantem abstinencia aos 6 meses apos ""dia d"" nan nan nan ganhos em saude transversal",[401](https://sdm.min-saude.pt/BI.aspx?id=401&CLUSTERS=S)
402,7.26.04,2018.402.01,Prop. fumad. em abst. tabág. 12 meses após dia D,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, que após intervenção breve mantêm abstinência aos 12 meses após ""dia D""",Monitorizar a efetividade (utente deixa de fumar) e a eficiência (nº de vezes que o utente deixa de fumar aos 12 meses por cada intervenção breve realizada) dos serviços de saúde dos cuidados de saúde primários na promoção da cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Fevereiro de 2019,,,,Ganhos em Saúde,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=402&CLUSTERS=S,Prop. fumad. em abst. tabág. 12 meses após dia D,4.0,8.0,100.0,100.0,[4; 100],[8; 100],"402 prop. fumad. em abst. tabag. 12 meses apos dia d proporcao de utentes fumadores e idade igual ou superior a 15 anos, que apos intervencao breve mantem abstinencia aos 12 meses apos ""dia d"" nan nan nan ganhos em saude transversal",[402](https://sdm.min-saude.pt/BI.aspx?id=402&CLUSTERS=S)
403,5.36.01,2018.403.01,Prop. fumad. c/ interv. breve que foram medicados,"Proporção de utentes fumadores, com idade igual ou superior a 15 anos e com registo de aconselhamento por intervenção breve, medicados com terapêutica de substituição de nicotina, bupropiom ou vareniclina no último ano",Monitorizar frequência de utilização de terapêutica farmacológica na cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2018,,,,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=403&CLUSTERS=S,Prop. fumad. c/ interv. breve que foram medicados,10.0,40.0,100.0,100.0,[10; 100],[40; 100],"403 prop. fumad. c/ interv. breve que foram medicados proporcao de utentes fumadores, com idade igual ou superior a 15 anos e com registo de aconselhamento por intervencao breve, medicados com terapeutica de substituicao de nicotina, bupropiom ou vareniclina no ultimo ano nan nan nan processo transversal",[403](https://sdm.min-saude.pt/BI.aspx?id=403&CLUSTERS=S)
404,2.19.01,2018.404.01,Incidência anual de pessoas em abstin. tabág. 12M,"Incidência anual de pessoas que completaram 12 meses em abstinência tabágica, tendo por base a população inscrita com 15 ou mais anos",Monitorizar a eficácia e a efetividade das intervenções dos profissionais de saúde para a promoção da abstinência tabágica.,AA / BB x 10.000,por 10.000,Incidência de pessoas em abstinência tabágica (por 10.000 inscritos),Com dados desde Janeiro de 2018,Desempenho,Gestão da Saúde,Saúde do Adulto,Ganhos em Saúde,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=404&CLUSTERS=S,Incidência anual de pessoas em abstin. tabág. 12M,20.0,60.0,10000.0,10000.0,[20; 10000],[60; 10000],"404 incidencia anual de pessoas em abstin. tabag. 12m incidencia anual de pessoas que completaram 12 meses em abstinencia tabagica, tendo por base a populacao inscrita com 15 ou mais anos desempenho gestao da saude saude do adulto ganhos em saude transversal",[404](https://sdm.min-saude.pt/BI.aspx?id=404&CLUSTERS=S)
405,3.38.01,2018.405.01,"Propor. cons. médic. ""do dia"" efet. UF diferente","Proporção de consultas médicas efetivadas no próprio dia de registo do agendamento, numa unidade funcional diferente daquela em que o utente está inscrito","Monitorizar a frequência com que utentes com médico de família atribuído em unidades funcionais de cuidados personalizados (USF e UCSP) têm consultas médicas agendadas e realizadas em unidades funcionais diferentes daquelas em que estão inscritos, no mesmo ACES de inscrição, em dias úteis e horário de atendimento até 1 hora antes da abertura e até 1 hora após o encerramento da unidade funcional de inscrição.",AA / BB x 100,%,Proporção de consultas,Com dados desde Fevereiro de 2018,Desempenho,Acesso,Consulta no Próprio Dia,Processo,Não aplicável,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=405&CLUSTERS=S,"Propor. cons. médic. ""do dia"" efet. UF diferente",0.0,0.0,0.5,2.0,[0; 2],[0; 0.5],"405 propor. cons. medic. ""do dia"" efet. uf diferente proporcao de consultas medicas efetivadas no proprio dia de registo do agendamento, numa unidade funcional diferente daquela em que o utente esta inscrito desempenho acesso consulta no proprio dia processo nao aplicavel",[405](https://sdm.min-saude.pt/BI.aspx?id=405&CLUSTERS=S)
406,7.26.01,2018.406.01,Prop. fumad. em abst. tabág. 30 dias após dia D,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, que após intervenção breve mantêm abstinência aos 30 dias após ""dia D""",Monitorizar a efetividade (utente deixa de fumar) e a eficiência (nº de vezes que o utente deixa de fumar aos 30 dias por cada intervenção breve realizada) dos serviços de saúde dos cuidados de saúde primários na promoção da cessação tabágica.,AA / BB x 100,%,Proporção de utentes,Com dados desde Março de 2018,,,,Ganhos em Saúde,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=406&CLUSTERS=S,Prop. fumad. em abst. tabág. 30 dias após dia D,9.0,18.0,100.0,100.0,[9; 100],[18; 100],"406 prop. fumad. em abst. tabag. 30 dias apos dia d proporcao de utentes fumadores e idade igual ou superior a 15 anos, que apos intervencao breve mantem abstinencia aos 30 dias apos ""dia d"" nan nan nan ganhos em saude transversal",[406](https://sdm.min-saude.pt/BI.aspx?id=406&CLUSTERS=S)
407,7.08.03,2018.407.01,Rácio despesa gliflozinas e antidiab. não insul.,"Rácio entre a despesa faturada com Gliflozinas e com antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2","Monitorizar o programa de diabetes. Parâmetro ""Rácio de despesa faturada com Gliflozinas (inibidores S-GLT-2)"".",AA / BB x 100,%,Rácio de despesas,Com dados desde Dezembro de 2017,,,,Processo,Diabetes Mellitus,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=407&CLUSTERS=S,Rácio despesa gliflozinas e antidiab. não insul.,0.0,0.0,9.0,14.0,[0; 14],[0; 9],"407 racio despesa gliflozinas e antidiab. nao insul. racio entre a despesa faturada com gliflozinas e com antidiabeticos nao insulinicos, em doentes com diabetes mellitus tipo 2 nan nan nan processo diabetes mellitus",[407](https://sdm.min-saude.pt/BI.aspx?id=407&CLUSTERS=S)
408,7.08.04,2018.408.01,Rácio despesa agon. GLP-1 e antidiab. não insul.,"Rácio entre a despesa faturada com Agonistas GLP-1 e com antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2","Monitorizar o programa de diabetes. Parâmetro ""Rácio de despesa faturada com Agonistas GLP-1"".",AA / BB x 100,%,Rácio de despesas,Com dados desde Dezembro de 2017,,,,Processo,Diabetes Mellitus,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=408&CLUSTERS=S,Rácio despesa agon. GLP-1 e antidiab. não insul.,0.0,0.0,2.0,3.0,[0; 3],[0; 2],"408 racio despesa agon. glp-1 e antidiab. nao insul. racio entre a despesa faturada com agonistas glp-1 e com antidiabeticos nao insulinicos, em doentes com diabetes mellitus tipo 2 nan nan nan processo diabetes mellitus",[408](https://sdm.min-saude.pt/BI.aspx?id=408&CLUSTERS=S)
409,5.21.04,2018.409.01,Prop ute s/ prescr prolo ansio/seda/hipn (ajust),"Proporção de utentes sem prescrição prolongada de ansiolíticos, nem de sedativos, nem de hipnóticos, ajustada para uma população padrão","Monitorizar o programa de saúde mental. Parâmetro ""Prescrição prolongada de ansiolíticos, sedativos e hipnóticos"". Os resultados do indicador são ajustados para a distribuição por sexo e idade de uma população padrão.",EE / DD x 100,%,Proporção de utentes,Com dados desde Janeiro de 2019,Desempenho,Qualificação da Prescrição,Prescrição Farmacoterapêutica,Processo,Saúde Mental,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=409&CLUSTERS=S,Prop ute s/ prescr prolo ansio/seda/hipn (ajust),89.0,91.5,100.0,100.0,[89; 100],[91.5; 100],"409 prop ute s/ prescr prolo ansio/seda/hipn (ajust) proporcao de utentes sem prescricao prolongada de ansioliticos, nem de sedativos, nem de hipnoticos, ajustada para uma populacao padrao desempenho qualificacao da prescricao prescricao farmacoterapeutica processo saude mental",[409](https://sdm.min-saude.pt/BI.aspx?id=409&CLUSTERS=S)
